customer_id,account_open_date,acquisition_channel,kyc_level,location
CUS00466,2022-01-16,Loan Campaign,Tier 1,Lagos
CUS00467,2022-04-09,Loan Campaign,Tier 2,Lagos
CUS00468,2022-03-27,Agent Network,Tier 2,Lagos
CUS00469,2022-01-18,Ads,Tier 2,Plateau
CUS00470,2022-04-10,Ads,Tier 3,Lagos
CUS00471,2022-05-11,Direct,Tier 3,Lagos
CUS00472,2022-01-01,Loan Campaign,Tier 2,Lagos
CUS00473,2022-05-17,Loan Campaign,Tier 1,Kaduna
CUS00474,2022-02-15,Loan Campaign,Tier 1,Lagos
CUS00475,2022-05-29,Loan Campaign,Tier 2,Lagos
CUS00476,2022-06-23,Ads,Tier 3,Kaduna
CUS00477,2022-03-14,Loan Campaign,Tier 1,Plateau
CUS00478,2022-01-18,Ads,Tier 2,Lagos
CUS00479,2022-06-12,Loan Campaign,Tier 1,Kaduna
CUS00480,2022-05-20,Referral,Tier 3,Lagos
CUS00481,2022-02-18,Ads,Tier 1,Lagos
CUS00482,2022-03-26,Loan Campaign,Tier 1,Plateau
CUS00483,2022-05-29,Loan Campaign,Tier 2,Lagos
CUS00484,2022-01-04,Ads,Tier 2,Plateau
CUS00485,2022-02-17,Loan Campaign,Tier 1,Lagos
CUS00486,2022-01-22,Loan Campaign,Tier 1,Lagos
CUS00487,2022-03-21,Loan Campaign,Tier 2,Lagos
CUS00488,2022-03-04,Referral,Tier 2,Kaduna
CUS00489,2022-04-12,Ads,Tier 1,Lagos
CUS00490,2022-02-27,Loan Campaign,Tier 2,Plateau
CUS00491,2022-01-10,Direct,Tier 3,Plateau
CUS00492,2022-03-03,Loan Campaign,Tier 1,Lagos
CUS00493,2022-01-18,Ads,Tier 1,Plateau
CUS00494,2022-03-10,Loan Campaign,Tier 1,Kaduna
CUS00495,2022-03-22,Ads,Tier 3,Lagos
CUS00496,2022-01-20,Loan Campaign,Tier 2,Lagos
CUS00497,2022-03-14,Loan Campaign,Tier 2,Lagos
CUS00498,2022-04-28,Referral,Tier 1,Kaduna
CUS00499,2022-03-15,Loan Campaign,Tier 1,Lagos
CUS00500,2022-02-28,Loan Campaign,Tier 1,Kaduna
CUS00501,2022-01-23,Referral,Tier 1,Plateau
CUS00502,2022-03-19,Agent Network,Tier 2,Lagos
CUS00503,2022-02-15,Loan Campaign,Tier 1,Lagos
CUS00504,2022-04-07,Ads,Tier 1,Plateau
CUS00505,2022-05-28,Ads,Tier 1,Lagos
CUS00506,2022-04-20,Loan Campaign,Tier 2,Lagos
CUS00507,2022-04-24,Ads,Tier 3,Lagos
CUS00508,2022-02-02,Loan Campaign,Tier 1,Lagos
CUS00509,2022-02-23,Loan Campaign,Tier 1,Plateau
CUS00510,2022-05-21,Referral,Tier 3,Lagos
CUS00511,2022-03-10,Agent Network,Tier 1,Plateau
CUS00512,2022-06-28,Referral,Tier 1,Lagos
CUS00513,2022-01-15,Loan Campaign,Tier 1,Plateau
CUS00514,2022-06-13,Referral,Tier 2,Lagos
CUS00515,2022-01-22,Ads,Tier 1,Lagos
CUS00516,2022-04-30,Direct,Tier 3,Lagos
CUS00517,2022-02-23,Ads,Tier 1,Lagos
CUS00518,2022-04-15,Ads,Tier 1,Lagos
CUS00519,2022-03-25,Referral,Tier 2,Kaduna
CUS00520,2022-02-16,Loan Campaign,Tier 2,Plateau
CUS00521,2022-02-08,Loan Campaign,Tier 1,Kaduna
CUS00522,2022-02-17,Referral,Tier 2,Lagos
CUS00523,2022-01-16,Loan Campaign,Tier 2,Plateau
CUS00524,2022-02-06,Ads,Tier 2,Lagos
CUS00525,2022-05-17,Referral,Tier 2,Lagos
CUS00526,2022-06-02,Ads,Tier 1,Kaduna
CUS00527,2022-02-14,Ads,Tier 1,Lagos
CUS00528,2022-05-13,Agent Network,Tier 1,Lagos
CUS00529,2022-01-04,Agent Network,Tier 2,Lagos
CUS00530,2022-06-09,Ads,Tier 1,Lagos
CUS00531,2022-04-21,Direct,Tier 3,Kaduna
CUS00532,2022-03-15,Loan Campaign,Tier 2,Plateau
CUS00533,2022-03-09,Loan Campaign,Tier 1,Lagos
CUS00534,2022-03-08,Loan Campaign,Tier 2,Kaduna
CUS00535,2022-05-31,Ads,Tier 1,Lagos
CUS00536,2022-03-29,Ads,Tier 1,Lagos
CUS00537,2022-03-25,Ads,Tier 1,Lagos
CUS00538,2022-06-04,Referral,Tier 3,Lagos
CUS00539,2022-02-06,Loan Campaign,Tier 2,Lagos
CUS00540,2022-01-18,Loan Campaign,Tier 2,Lagos
CUS00541,2022-01-20,Agent Network,Tier 1,Lagos
CUS00542,2022-04-18,Referral,Tier 3,Lagos
CUS00543,2022-02-23,Loan Campaign,Tier 2,Lagos
CUS00544,2022-02-07,Loan Campaign,Tier 1,Lagos
CUS00545,2022-05-21,Loan Campaign,Tier 1,Lagos
CUS00546,2022-02-06,Loan Campaign,Tier 1,Lagos
CUS00547,2022-01-15,Loan Campaign,Tier 1,Lagos
CUS00548,2022-04-05,Loan Campaign,Tier 2,Lagos
CUS00549,2022-03-02,Ads,Tier 2,Lagos
CUS00550,2022-01-27,Ads,Tier 1,Kaduna
CUS00551,2022-03-02,Ads,Tier 1,Lagos
CUS00552,2022-06-09,Referral,Tier 2,Lagos
CUS00553,2022-05-16,Referral,Tier 2,Lagos
CUS00554,2022-03-03,Agent Network,Tier 1,Kaduna
CUS00555,2022-03-05,Ads,Tier 1,Plateau
CUS00556,2022-01-23,Referral,Tier 2,Lagos
CUS00557,2022-05-13,Referral,Tier 1,Kaduna
CUS00558,2022-05-18,Loan Campaign,Tier 3,Plateau
CUS00559,2022-01-14,Ads,Tier 2,Lagos
CUS00560,2022-02-16,Direct,Tier 3,Lagos
CUS00561,2022-03-15,Loan Campaign,Tier 3,Kaduna
CUS00562,2022-03-19,Referral,Tier 3,Lagos
CUS00563,2022-03-11,Loan Campaign,Tier 2,Lagos
CUS00564,2022-01-22,Ads,Tier 1,Lagos
CUS00565,2022-04-20,Ads,Tier 3,Lagos
CUS00566,2022-03-06,Referral,Tier 1,Lagos
CUS00567,2022-02-19,Loan Campaign,Tier 1,Lagos
CUS00568,2022-05-12,Referral,Tier 2,Lagos
CUS00569,2022-01-11,Loan Campaign,Tier 1,Kaduna
CUS00570,2022-03-22,Loan Campaign,Tier 1,Lagos
CUS00571,2022-02-10,Referral,Tier 3,Lagos
CUS00572,2022-03-12,Ads,Tier 1,Lagos
CUS00573,2022-03-11,Loan Campaign,Tier 1,Plateau
CUS00574,2022-05-12,Referral,Tier 3,Lagos
CUS00575,2022-01-16,Loan Campaign,Tier 2,Lagos
CUS00576,2022-06-04,Ads,Tier 2,Lagos
CUS00577,2022-03-18,Referral,Tier 3,Lagos
CUS00578,2022-02-27,Ads,Tier 1,Lagos
CUS00579,2022-01-28,Loan Campaign,Tier 2,Lagos
CUS00580,2022-02-06,Ads,Tier 1,Lagos
CUS00581,2022-03-07,Ads,Tier 2,Kaduna
CUS00582,2022-02-07,Ads,Tier 2,Lagos
CUS00583,2022-03-30,Referral,Tier 2,Plateau
CUS00584,2022-02-27,Loan Campaign,Tier 2,Lagos
CUS00585,2022-01-12,Loan Campaign,Tier 1,Lagos
CUS00586,2022-01-28,Referral,Tier 3,Lagos
CUS00587,2022-02-07,Ads,Tier 1,Lagos
CUS00588,2022-06-28,Referral,Tier 2,Lagos
CUS00589,2022-01-28,Loan Campaign,Tier 2,Plateau
CUS00590,2022-06-18,Direct,Tier 2,Lagos
CUS00591,2022-02-07,Ads,Tier 1,Plateau
CUS00592,2022-06-13,Ads,Tier 3,Lagos
CUS00593,2022-06-04,Referral,Tier 2,Lagos
CUS00594,2022-01-29,Loan Campaign,Tier 1,Lagos
CUS00595,2022-04-07,Loan Campaign,Tier 2,Lagos
CUS00596,2022-03-17,Loan Campaign,Tier 2,Plateau
CUS00597,2022-03-11,Ads,Tier 2,Lagos
CUS00598,2022-05-23,Referral,Tier 2,Lagos
CUS00599,2022-03-29,Agent Network,Tier 1,Kaduna
CUS00600,2022-03-26,Loan Campaign,Tier 1,Lagos
CUS00601,2022-05-14,Ads,Tier 2,Lagos
CUS00602,2022-04-30,Loan Campaign,Tier 2,Plateau
CUS00603,2022-04-21,Ads,Tier 2,Lagos
CUS00604,2022-03-04,Referral,Tier 2,Lagos
CUS00605,2022-03-25,Loan Campaign,Tier 1,Kaduna
CUS00606,2022-06-28,Agent Network,Tier 1,Kaduna
CUS00607,2022-03-26,Loan Campaign,Tier 1,Lagos
CUS00608,2022-01-25,Ads,Tier 1,Lagos
CUS00609,2022-05-02,Direct,Tier 2,Lagos
CUS00610,2022-06-20,Referral,Tier 2,Lagos
CUS00611,2022-03-27,Loan Campaign,Tier 1,Kaduna
CUS00612,2022-01-01,Loan Campaign,Tier 2,Kaduna
CUS00613,2022-05-16,Direct,Tier 2,Plateau
CUS00614,2022-03-25,Loan Campaign,Tier 3,Lagos
CUS00615,2022-03-07,Loan Campaign,Tier 2,Lagos
CUS00616,2022-06-03,Ads,Tier 2,Plateau
CUS00617,2022-03-02,Ads,Tier 1,Lagos
CUS00618,2022-03-27,Ads,Tier 1,Kaduna
CUS00619,2022-05-14,Loan Campaign,Tier 2,Lagos
CUS00620,2022-02-23,Loan Campaign,Tier 1,Lagos
CUS00621,2022-06-25,Referral,Tier 2,Lagos
CUS00622,2022-05-21,Ads,Tier 2,Lagos
CUS00623,2022-01-10,Loan Campaign,Tier 1,Lagos
CUS00624,2022-01-22,Ads,Tier 1,Lagos
CUS00625,2022-01-12,Ads,Tier 2,Lagos
CUS00626,2022-02-07,Loan Campaign,Tier 2,Plateau
CUS00627,2022-02-05,Loan Campaign,Tier 1,Lagos
CUS00628,2022-06-19,Agent Network,Tier 2,Kaduna
CUS00629,2022-02-21,Loan Campaign,Tier 2,Plateau
CUS00630,2022-05-21,Loan Campaign,Tier 2,Kaduna
CUS00631,2022-03-27,Referral,Tier 2,Kaduna
CUS00632,2022-01-12,Ads,Tier 1,Kaduna
CUS00633,2022-01-14,Loan Campaign,Tier 1,Lagos
CUS00634,2022-02-28,Loan Campaign,Tier 2,Lagos
CUS00635,2022-06-20,Ads,Tier 1,Lagos
CUS00636,2022-05-26,Ads,Tier 2,Lagos
CUS00637,2022-06-04,Agent Network,Tier 1,Lagos
CUS00638,2022-03-03,Loan Campaign,Tier 2,Kaduna
CUS00639,2022-02-05,Loan Campaign,Tier 1,Lagos
CUS00640,2022-03-23,Ads,Tier 2,Plateau
CUS00641,2022-05-30,Agent Network,Tier 1,Lagos
CUS00642,2022-01-21,Loan Campaign,Tier 1,Kaduna
CUS00643,2022-02-25,Referral,Tier 3,Lagos
CUS00644,2022-05-05,Referral,Tier 2,Lagos
CUS00645,2022-02-19,Loan Campaign,Tier 1,Lagos
CUS00646,2022-05-04,Referral,Tier 1,Lagos
CUS00647,2022-06-14,Loan Campaign,Tier 1,Lagos
CUS00648,2022-01-23,Referral,Tier 1,Lagos
CUS00649,2022-05-24,Agent Network,Tier 1,Lagos
CUS00650,2022-01-02,Loan Campaign,Tier 1,Kaduna
CUS00651,2022-06-02,Referral,Tier 2,Lagos
CUS00652,2022-03-17,Loan Campaign,Tier 2,Kaduna
CUS00653,2022-01-06,Ads,Tier 1,Lagos
CUS00654,2022-03-11,Loan Campaign,Tier 1,Lagos
CUS00655,2022-04-08,Referral,Tier 2,Lagos
CUS00656,2022-01-10,Loan Campaign,Tier 1,Plateau
CUS00657,2022-03-25,Loan Campaign,Tier 1,Lagos
CUS00658,2022-06-28,Loan Campaign,Tier 2,Kaduna
CUS00659,2022-04-18,Loan Campaign,Tier 2,Plateau
CUS00660,2022-01-25,Ads,Tier 2,Lagos
CUS00661,2022-04-21,Ads,Tier 1,Lagos
CUS00662,2022-02-04,Ads,Tier 1,Kaduna
CUS00663,2022-02-15,Loan Campaign,Tier 1,Lagos
CUS00664,2022-01-02,Direct,Tier 2,Lagos
CUS00665,2022-05-24,Loan Campaign,Tier 1,Lagos
CUS00666,2022-04-06,Referral,Tier 3,Kaduna
CUS00667,2022-02-17,Agent Network,Tier 1,Kaduna
CUS00668,2022-02-22,Loan Campaign,Tier 2,Plateau
CUS00669,2022-03-07,Agent Network,Tier 2,Lagos
CUS00670,2022-03-01,Agent Network,Tier 1,Lagos
CUS00671,2022-02-17,Loan Campaign,Tier 1,Plateau
CUS00672,2022-03-31,Loan Campaign,Tier 2,Lagos
CUS00673,2022-03-31,Loan Campaign,Tier 1,Lagos
CUS00674,2022-05-04,Ads,Tier 1,Lagos
CUS00675,2022-03-06,Loan Campaign,Tier 1,Lagos
CUS00676,2022-06-29,Ads,Tier 2,Plateau
CUS00677,2022-02-13,Loan Campaign,Tier 1,Lagos
CUS00678,2022-03-17,Loan Campaign,Tier 1,Lagos
CUS00679,2022-03-02,Ads,Tier 1,Lagos
CUS00680,2022-02-10,Referral,Tier 1,Lagos
CUS00681,2022-01-18,Agent Network,Tier 2,Lagos
CUS00682,2022-04-28,Agent Network,Tier 1,Plateau
CUS00683,2022-01-09,Loan Campaign,Tier 1,Lagos
CUS00684,2022-01-30,Loan Campaign,Tier 1,Lagos
CUS00685,2022-03-29,Referral,Tier 2,Lagos
CUS00686,2022-03-19,Loan Campaign,Tier 1,Lagos
CUS00687,2022-02-13,Agent Network,Tier 1,Plateau
CUS00688,2022-05-03,Referral,Tier 1,Lagos
CUS00689,2022-03-20,Loan Campaign,Tier 1,Kaduna
CUS00690,2022-03-04,Ads,Tier 1,Lagos
CUS00691,2022-06-07,Ads,Tier 1,Lagos
CUS00692,2022-02-02,Referral,Tier 3,Plateau
CUS00693,2022-01-06,Ads,Tier 3,Lagos
CUS00694,2022-01-19,Loan Campaign,Tier 1,Lagos
CUS00695,2022-03-01,Loan Campaign,Tier 2,Lagos
CUS00696,2022-04-17,Ads,Tier 1,Lagos
CUS00697,2022-03-23,Loan Campaign,Tier 2,Lagos
CUS00698,2022-06-04,Agent Network,Tier 1,Plateau
CUS00699,2022-04-16,Ads,Tier 2,Kaduna
CUS00700,2022-03-17,Ads,Tier 2,Lagos
CUS00701,2022-01-06,Direct,Tier 2,Plateau
CUS00702,2022-03-11,Referral,Tier 2,Kaduna
CUS00703,2022-03-05,Loan Campaign,Tier 1,Lagos
CUS00704,2022-05-24,Agent Network,Tier 1,Lagos
CUS00705,2022-03-17,Agent Network,Tier 1,Lagos
CUS00706,2022-06-06,Ads,Tier 3,Lagos
CUS00707,2022-05-17,Ads,Tier 2,Kaduna
CUS00708,2022-04-20,Referral,Tier 2,Lagos
CUS00709,2022-01-04,Loan Campaign,Tier 1,Lagos
CUS00710,2022-02-21,Ads,Tier 1,Lagos
CUS00711,2022-06-06,Referral,Tier 2,Plateau
CUS00712,2022-06-13,Agent Network,Tier 1,Lagos
CUS00713,2022-06-28,Referral,Tier 2,Plateau
CUS00714,2022-01-15,Ads,Tier 2,Kaduna
CUS00715,2022-01-20,Ads,Tier 2,Lagos
CUS00716,2022-05-23,Referral,Tier 1,Lagos
CUS00717,2022-02-24,Loan Campaign,Tier 1,Plateau
CUS00718,2022-03-15,Ads,Tier 2,Plateau
CUS00719,2022-03-12,Loan Campaign,Tier 2,Kaduna
CUS00720,2022-05-30,Referral,Tier 1,Lagos
CUS00721,2022-03-20,Loan Campaign,Tier 2,Lagos
CUS00722,2022-01-28,Agent Network,Tier 1,Lagos
CUS00723,2022-02-02,Loan Campaign,Tier 1,Lagos
CUS00724,2022-01-25,Loan Campaign,Tier 1,Lagos
CUS00725,2022-01-01,Loan Campaign,Tier 1,Lagos
CUS00726,2022-02-02,Ads,Tier 3,Kaduna
CUS00727,2022-03-14,Loan Campaign,Tier 3,Plateau
CUS00728,2022-05-28,Ads,Tier 2,Lagos
CUS00729,2022-03-24,Loan Campaign,Tier 1,Lagos
CUS00730,2022-01-11,Loan Campaign,Tier 1,Lagos
CUS00731,2022-05-23,Loan Campaign,Tier 1,Lagos
CUS00732,2022-06-23,Referral,Tier 1,Lagos
CUS00733,2022-04-28,Direct,Tier 2,Lagos
CUS00734,2022-01-19,Ads,Tier 2,Lagos
CUS00735,2022-04-15,Agent Network,Tier 1,Lagos
CUS00736,2022-02-08,Ads,Tier 1,Lagos
CUS00737,2022-01-09,Loan Campaign,Tier 2,Lagos
CUS00738,2022-01-19,Loan Campaign,Tier 2,Lagos
CUS00739,2022-01-08,Ads,Tier 1,Lagos
CUS00740,2022-04-05,Referral,Tier 2,Lagos
CUS00741,2022-02-05,Ads,Tier 3,Lagos
CUS00742,2022-02-21,Ads,Tier 3,Lagos
CUS00743,2022-04-20,Agent Network,Tier 1,Plateau
CUS00744,2022-01-17,Ads,Tier 2,Plateau
CUS00745,2022-05-27,Referral,Tier 2,Lagos
CUS00746,2022-06-08,Loan Campaign,Tier 1,Kaduna
CUS00747,2022-04-03,Ads,Tier 2,Lagos
CUS00748,2022-03-29,Loan Campaign,Tier 2,Lagos
CUS00749,2022-04-21,Referral,Tier 2,Lagos
CUS00750,2022-02-03,Agent Network,Tier 1,Plateau
CUS00751,2022-02-11,Loan Campaign,Tier 2,Lagos
CUS00752,2022-05-02,Ads,Tier 1,Lagos
CUS00753,2022-06-06,Agent Network,Tier 1,Lagos
CUS00754,2022-03-05,Ads,Tier 3,Kaduna
CUS00755,2022-03-10,Ads,Tier 1,Lagos
CUS00756,2022-02-27,Loan Campaign,Tier 1,Lagos
CUS00757,2022-01-28,Loan Campaign,Tier 1,Lagos
CUS00758,2022-04-22,Ads,Tier 2,Lagos
CUS00759,2022-01-14,Ads,Tier 1,Lagos
CUS00760,2022-05-15,Agent Network,Tier 1,Plateau
CUS00761,2022-06-24,Agent Network,Tier 1,Lagos
CUS00762,2022-03-02,Ads,Tier 1,Kaduna
CUS00763,2022-06-18,Referral,Tier 2,Lagos
CUS00764,2022-05-31,Ads,Tier 1,Plateau
CUS00765,2022-01-18,Referral,Tier 2,Lagos
CUS00766,2022-05-24,Ads,Tier 2,Kaduna
CUS00767,2022-04-11,Agent Network,Tier 1,Lagos
CUS00768,2022-01-27,Referral,Tier 1,Lagos
CUS00769,2022-02-08,Agent Network,Tier 1,Lagos
CUS00770,2022-02-04,Loan Campaign,Tier 1,Lagos
CUS00771,2022-03-19,Referral,Tier 1,Plateau
CUS00772,2022-02-17,Ads,Tier 1,Kaduna
CUS00773,2022-04-18,Ads,Tier 2,Lagos
CUS00774,2022-05-26,Loan Campaign,Tier 1,Lagos
CUS00775,2022-02-01,Referral,Tier 2,Kaduna
CUS00776,2022-05-12,Referral,Tier 2,Plateau
CUS00777,2022-06-17,Referral,Tier 1,Lagos
CUS00778,2022-01-17,Loan Campaign,Tier 1,Lagos
CUS00779,2022-03-01,Loan Campaign,Tier 2,Lagos
CUS00780,2022-03-15,Ads,Tier 3,Lagos
CUS00781,2022-05-12,Referral,Tier 3,Lagos
CUS00782,2022-03-06,Loan Campaign,Tier 2,Lagos
CUS00783,2022-02-27,Ads,Tier 2,Lagos
CUS00784,2022-01-27,Loan Campaign,Tier 1,Lagos
CUS00785,2022-06-23,Loan Campaign,Tier 1,Lagos
CUS00786,2022-02-16,Loan Campaign,Tier 3,Plateau
CUS00787,2022-05-21,Referral,Tier 3,Lagos
CUS00788,2022-03-30,Ads,Tier 1,Lagos
CUS00789,2022-03-10,Loan Campaign,Tier 1,Plateau
CUS00790,2022-02-21,Ads,Tier 2,Lagos
CUS00791,2022-01-17,Loan Campaign,Tier 1,Lagos
CUS00792,2022-01-26,Loan Campaign,Tier 2,Kaduna
CUS00793,2022-02-13,Direct,Tier 2,Plateau
CUS00794,2022-03-18,Loan Campaign,Tier 1,Lagos
CUS00795,2022-03-24,Loan Campaign,Tier 1,Lagos
CUS00796,2022-04-23,Ads,Tier 2,Lagos
CUS00797,2022-01-12,Ads,Tier 2,Lagos
CUS00798,2022-03-24,Loan Campaign,Tier 1,Kaduna
CUS00799,2022-02-25,Ads,Tier 1,Lagos
CUS00800,2022-06-01,Agent Network,Tier 1,Lagos
CUS00801,2022-03-02,Loan Campaign,Tier 1,Lagos
CUS00802,2022-03-17,Loan Campaign,Tier 2,Plateau
CUS00803,2022-05-29,Loan Campaign,Tier 2,Lagos
CUS00804,2022-03-20,Direct,Tier 2,Lagos
CUS00805,2022-01-20,Loan Campaign,Tier 1,Kaduna
CUS00806,2022-04-14,Agent Network,Tier 1,Plateau
CUS00807,2022-02-18,Referral,Tier 3,Kaduna
CUS00808,2022-01-10,Ads,Tier 2,Lagos
CUS00809,2022-03-21,Loan Campaign,Tier 1,Kaduna
CUS00810,2022-04-12,Referral,Tier 2,Lagos
CUS00811,2022-01-26,Direct,Tier 2,Lagos
CUS00812,2022-03-30,Ads,Tier 1,Lagos
CUS00813,2022-01-26,Agent Network,Tier 2,Lagos
CUS00814,2022-01-24,Ads,Tier 1,Lagos
CUS00815,2022-05-30,Ads,Tier 3,Lagos
CUS00816,2022-05-09,Loan Campaign,Tier 1,Lagos
CUS00817,2022-02-13,Ads,Tier 1,Lagos
CUS00818,2022-01-30,Loan Campaign,Tier 1,Lagos
CUS00819,2022-05-09,Ads,Tier 2,Lagos
CUS00820,2022-03-23,Agent Network,Tier 2,Plateau
CUS00821,2022-01-12,Loan Campaign,Tier 1,Lagos
CUS00822,2022-01-26,Loan Campaign,Tier 1,Plateau
CUS00823,2022-01-04,Ads,Tier 1,Plateau
CUS00824,2022-02-15,Loan Campaign,Tier 1,Plateau
CUS00825,2022-06-12,Direct,Tier 1,Lagos
CUS00826,2022-02-19,Loan Campaign,Tier 2,Plateau
CUS00827,2022-05-06,Ads,Tier 1,Kaduna
CUS00828,2022-02-15,Loan Campaign,Tier 1,Plateau
CUS00829,2022-06-15,Ads,Tier 1,Plateau
CUS00830,2022-03-13,Loan Campaign,Tier 1,Kaduna
CUS00831,2022-01-02,Agent Network,Tier 2,Lagos
CUS00832,2022-03-28,Ads,Tier 2,Lagos
CUS00833,2022-03-14,Ads,Tier 1,Lagos
CUS00834,2022-03-30,Ads,Tier 3,Plateau
CUS00835,2022-03-23,Referral,Tier 2,Lagos
CUS00836,2022-01-12,Referral,Tier 2,Lagos
CUS00837,2022-06-05,Ads,Tier 3,Lagos
CUS00838,2022-06-01,Direct,Tier 3,Lagos
CUS00839,2022-06-12,Ads,Tier 2,Lagos
CUS00840,2022-06-22,Ads,Tier 3,Lagos
CUS00841,2022-01-31,Loan Campaign,Tier 2,Kaduna
CUS00842,2022-05-25,Referral,Tier 2,Kaduna
CUS00843,2022-03-07,Ads,Tier 3,Plateau
CUS00844,2022-03-26,Ads,Tier 3,Lagos
CUS00845,2022-03-07,Ads,Tier 1,Plateau
CUS00846,2022-04-30,Referral,Tier 2,Lagos
CUS00847,2022-03-24,Ads,Tier 1,Kaduna
CUS00848,2022-02-17,Loan Campaign,Tier 1,Lagos
CUS00849,2022-02-19,Loan Campaign,Tier 2,Lagos
CUS00850,2022-02-15,Loan Campaign,Tier 3,Lagos
CUS00851,2022-01-18,Direct,Tier 2,Lagos
CUS00852,2022-05-25,Loan Campaign,Tier 1,Lagos
CUS00853,2022-02-23,Loan Campaign,Tier 1,Plateau
CUS00854,2022-05-04,Agent Network,Tier 1,Plateau
CUS00855,2022-03-08,Ads,Tier 1,Plateau
CUS00856,2022-03-06,Loan Campaign,Tier 2,Lagos
CUS00857,2022-03-12,Loan Campaign,Tier 1,Lagos
CUS00858,2022-02-13,Agent Network,Tier 1,Lagos
CUS00859,2022-06-05,Direct,Tier 3,Lagos
CUS00860,2022-01-09,Agent Network,Tier 1,Lagos
CUS00861,2022-05-21,Ads,Tier 1,Lagos
CUS00862,2022-01-12,Ads,Tier 1,Lagos
CUS00863,2022-05-20,Ads,Tier 1,Plateau
CUS00864,2022-03-03,Loan Campaign,Tier 1,Lagos
CUS00865,2022-04-08,Referral,Tier 2,Lagos
CUS00866,2022-04-18,Ads,Tier 2,Lagos
CUS00867,2022-06-28,Loan Campaign,Tier 2,Plateau
CUS00868,2022-02-07,Loan Campaign,Tier 2,Kaduna
CUS00869,2022-04-29,Referral,Tier 2,Lagos
CUS00870,2022-02-27,Referral,Tier 1,Lagos
CUS00871,2022-06-22,Ads,Tier 3,Lagos
CUS00872,2022-06-17,Ads,Tier 2,Plateau
CUS00873,2022-02-12,Referral,Tier 2,Lagos
CUS00874,2022-02-03,Loan Campaign,Tier 2,Plateau
CUS00875,2022-04-08,Direct,Tier 1,Plateau
CUS00876,2022-04-20,Ads,Tier 2,Lagos
CUS00877,2022-03-23,Ads,Tier 3,Kaduna
CUS00878,2022-06-20,Ads,Tier 1,Lagos
CUS00879,2022-01-15,Loan Campaign,Tier 2,Lagos
CUS00880,2022-03-18,Loan Campaign,Tier 1,Plateau
CUS00881,2022-01-07,Loan Campaign,Tier 1,Plateau
CUS00882,2022-03-21,Ads,Tier 1,Lagos
CUS00883,2022-04-20,Referral,Tier 3,Lagos
CUS00884,2022-04-10,Referral,Tier 2,Plateau
CUS00885,2022-02-07,Ads,Tier 1,Kaduna
CUS00886,2022-03-02,Direct,Tier 1,Lagos
CUS00887,2022-03-02,Ads,Tier 1,Kaduna
CUS00888,2022-05-06,Ads,Tier 2,Lagos
CUS00889,2022-05-31,Ads,Tier 2,Lagos
CUS00890,2022-03-08,Loan Campaign,Tier 1,Kaduna
CUS00891,2022-01-24,Ads,Tier 1,Lagos
CUS00892,2022-01-26,Referral,Tier 3,Plateau
CUS00893,2022-02-15,Loan Campaign,Tier 1,Lagos
CUS00894,2022-01-05,Loan Campaign,Tier 1,Plateau
CUS00895,2022-01-15,Ads,Tier 2,Lagos
CUS00896,2022-04-12,Loan Campaign,Tier 1,Lagos
CUS00897,2022-01-18,Ads,Tier 2,Kaduna
CUS00898,2022-03-06,Direct,Tier 2,Lagos
CUS00899,2022-04-14,Ads,Tier 2,Plateau
CUS00900,2022-01-02,Loan Campaign,Tier 1,Lagos
CUS00901,2022-04-30,Direct,Tier 1,Kaduna
CUS00902,2022-03-04,Direct,Tier 2,Lagos
CUS00903,2022-02-24,Loan Campaign,Tier 2,Lagos
CUS00904,2022-04-05,Loan Campaign,Tier 2,Kaduna
CUS00905,2022-02-19,Loan Campaign,Tier 1,Lagos
CUS00906,2022-04-15,Direct,Tier 1,Lagos
CUS00907,2022-03-03,Loan Campaign,Tier 2,Lagos
CUS00908,2022-02-22,Ads,Tier 2,Plateau
CUS00909,2022-03-08,Loan Campaign,Tier 1,Lagos
CUS00910,2022-01-09,Loan Campaign,Tier 1,Lagos
CUS00911,2022-01-07,Loan Campaign,Tier 1,Lagos
CUS00912,2022-03-20,Ads,Tier 2,Lagos
CUS00913,2022-04-14,Referral,Tier 3,Plateau
CUS00914,2022-03-14,Loan Campaign,Tier 2,Plateau
CUS00915,2022-04-08,Loan Campaign,Tier 2,Plateau
CUS00916,2022-01-09,Loan Campaign,Tier 1,Lagos
CUS00917,2022-01-06,Ads,Tier 1,Lagos
CUS00918,2022-02-07,Loan Campaign,Tier 2,Lagos
CUS00919,2022-06-27,Ads,Tier 3,Lagos
CUS00920,2022-04-18,Direct,Tier 1,Lagos
CUS00921,2022-02-27,Ads,Tier 2,Lagos
CUS00922,2022-01-21,Loan Campaign,Tier 1,Lagos
CUS00923,2022-04-10,Referral,Tier 2,Lagos
CUS00924,2022-02-19,Referral,Tier 2,Lagos
CUS00925,2022-06-15,Agent Network,Tier 2,Lagos
CUS00926,2022-02-26,Referral,Tier 1,Lagos
CUS00927,2022-02-26,Ads,Tier 1,Lagos
CUS00928,2022-02-15,Referral,Tier 2,Lagos
CUS00929,2022-03-03,Referral,Tier 1,Lagos
CUS00930,2022-05-15,Ads,Tier 2,Lagos
CUS00931,2022-03-03,Ads,Tier 2,Lagos
CUS00932,2022-01-22,Ads,Tier 1,Plateau
CUS00933,2022-03-13,Loan Campaign,Tier 1,Lagos
